Item,System,Failure observation,Repair time
Component 9,System 05,3/1/2001,184.48
Component 9,System 05,3/11/2001,182.12
Component 9,System 05,8/2/2001,181.84
Component 9,System 05,8/28/2001,185.13
Component 9,System 05,12/27/2001,184.66
Component 9,System 05,1/14/2002,181.21
Component 9,System 05,1/30/2002,185.75
Component 9,System 05,3/2/2002,187.11
Component 9,System 05,4/6/2002,186.45
Component 9,System 05,7/6/2002,181.59
Component 9,System 05,8/5/2002,180.43
Component 9,System 05,10/12/2002,188.20
Component 9,System 05,11/14/2002,185.62
Component 9,System 05,11/30/2002,180.56
Component 9,System 05,12/30/2002,187.21
Component 9,System 05,1/6/2003,183.78
Component 9,System 05,2/2/2003,186.54
Component 9,System 05,2/9/2003,181.04
Component 9,System 05,2/12/2003,183.18
Component 9,System 05,4/14/2003,184.50
Component 9,System 05,7/11/2003,183.81
Component 9,System 05,11/4/2003,188.84
Component 9,System 05,11/6/2003,187.08
Component 9,System 05,2/2/2004,181.50
Component 9,System 05,3/30/2004,180.58
Component 9,System 05,6/22/2004,188.92
Component 9,System 05,8/7/2004,187.09
Component 9,System 05,12/14/2004,183.35
Component 9,System 05,12/17/2004,186.08
Component 9,System 05,12/30/2004,181.40
Component 9,System 05,1/19/2005,184.13
Component 9,System 05,2/13/2005,186.11
Component 9,System 05,3/4/2005,186.42
Component 9,System 05,3/10/2005,188.31
Component 9,System 05,4/11/2005,180.15
Component 9,System 05,8/25/2005,185.97
Component 9,System 05,9/12/2005,187.90
Component 9,System 05,11/5/2005,181.78
Component 9,System 05,6/14/2006,181.60
Component 9,System 05,6/28/2006,181.90
Component 9,System 05,8/15/2006,183.23
Component 9,System 05,10/7/2006,182.86
Component 9,System 05,10/30/2006,185.52
Component 9,System 05,11/26/2006,183.85
Component 9,System 05,1/7/2007,187.51
Component 9,System 05,1/10/2007,188.10
Component 9,System 05,1/25/2007,188.13
Component 9,System 05,2/2/2007,180.08
Component 9,System 05,2/3/2007,180.79
Component 9,System 05,4/29/2007,185.39
Component 9,System 05,8/15/2007,180.19
Component 9,System 05,10/22/2007,182.06
Component 9,System 05,1/13/2008,184.57
Component 9,System 05,2/12/2008,185.44
Component 9,System 05,2/13/2008,183.96
Component 9,System 05,3/6/2008,186.24
Component 9,System 05,5/2/2008,185.47
Component 9,System 05,6/8/2008,180.29
Component 9,System 05,6/20/2008,185.65
Component 9,System 05,9/4/2008,181.59
Component 9,System 05,11/30/2008,180.34
Component 9,System 05,12/14/2008,186.04
Component 9,System 05,12/19/2008,185.18
Component 9,System 05,2/14/2009,186.85
Component 9,System 05,2/18/2009,185.49
Component 9,System 05,2/28/2009,188.75
Component 9,System 05,7/10/2009,183.38
Component 9,System 05,9/14/2009,183.86
Component 9,System 05,9/19/2009,186.53
Component 9,System 05,9/23/2009,181.29
Component 9,System 05,9/30/2009,183.26
Component 9,System 05,1/14/2010,185.97
Component 9,System 05,2/3/2010,186.90
Component 9,System 05,5/11/2010,186.26
Component 9,System 05,9/30/2010,185.68
Component 9,System 05,10/29/2010,182.20
Component 9,System 05,12/10/2010,184.73
Component 9,System 05,1/29/2011,186.11
Component 9,System 05,2/4/2011,182.44
Component 9,System 05,2/6/2011,184.75
Component 9,System 05,3/6/2011,180.57
Component 9,System 05,6/25/2011,182.42
Component 9,System 05,7/14/2011,180.69
Component 9,System 05,7/22/2011,183.93
Component 9,System 05,9/10/2011,187.82
Component 9,System 05,10/21/2011,189.98
Component 9,System 05,11/23/2011,182.13
Component 9,System 05,1/8/2012,181.89
Component 9,System 05,2/16/2012,183.42
Component 9,System 05,12/28/2012,188.43
Component 9,System 05,3/26/2013,185.26
Component 9,System 05,5/24/2013,181.84
Component 9,System 05,7/17/2013,184.99
Component 9,System 05,8/3/2013,188.43
Component 9,System 05,8/12/2013,184.97
Component 9,System 05,8/25/2013,183.85
Component 9,System 05,9/29/2013,184.36
Component 9,System 05,10/18/2013,185.71
Component 9,System 05,11/7/2013,186.29
Component 9,System 05,1/14/2014,186.61
Component 9,System 05,2/8/2014,184.15
Component 9,System 05,3/7/2014,181.92
Component 9,System 05,3/30/2014,183.88
Component 9,System 05,5/13/2014,184.94
Component 9,System 05,7/5/2014,182.22
Component 9,System 05,8/1/2014,180.15
Component 9,System 05,9/17/2014,187.43
Component 9,System 05,10/31/2014,184.84
Component 9,System 05,1/23/2015,181.48
Component 9,System 05,3/4/2015,185.33
Component 9,System 05,3/14/2015,188.04
Component 9,System 05,6/12/2015,182.41
Component 9,System 05,6/14/2015,184.52
Component 9,System 05,7/20/2015,185.57
Component 9,System 05,9/14/2015,187.92
Component 9,System 05,11/12/2015,184.19
Component 9,System 06,3/31/1990,184.95
Component 9,System 06,7/9/1990,180.81
Component 9,System 06,8/24/1990,184.05
Component 9,System 06,3/21/1991,183.63
Component 9,System 06,3/28/1991,189.05
Component 9,System 06,6/21/1991,182.72
Component 9,System 06,7/31/1991,187.26
Component 9,System 06,11/4/1991,180.88
Component 9,System 06,12/5/1991,182.18
Component 9,System 06,1/8/1992,183.74
Component 9,System 06,1/10/1992,184.39
Component 9,System 06,2/9/1992,181.25
Component 9,System 06,3/16/1992,182.52
Component 9,System 06,3/21/1992,184.64
Component 9,System 06,5/22/1992,180.98
Component 9,System 06,6/19/1992,186.03
Component 9,System 06,6/21/1992,185.84
Component 9,System 06,7/2/1992,186.38
Component 9,System 06,7/27/1992,183.30
Component 9,System 06,7/31/1992,187.99
Component 9,System 06,9/5/1992,184.15
Component 9,System 06,11/22/1992,184.82
Component 9,System 06,12/12/1992,188.89
Component 9,System 06,12/31/1992,184.77
Component 9,System 06,1/1/1993,183.93
Component 9,System 06,4/2/1993,185.08
Component 9,System 06,6/20/1993,186.83
Component 9,System 06,7/6/1993,184.79
Component 9,System 06,9/24/1993,181.32
Component 9,System 06,2/1/1994,185.53
Component 9,System 06,2/7/1994,182.92
Component 9,System 06,5/5/1994,182.49
Component 9,System 06,7/11/1994,189.53
Component 9,System 06,1/26/1995,183.56
Component 9,System 06,4/16/1995,186.13
Component 9,System 06,4/25/1995,186.54
Component 9,System 06,9/20/1995,181.10
Component 9,System 06,12/2/1995,185.88
Component 9,System 06,1/2/1996,180.37
Component 9,System 06,9/18/1996,182.19
Component 9,System 06,11/7/1996,182.10
Component 9,System 06,12/20/1996,183.36
Component 9,System 06,3/26/1997,188.25
Component 9,System 06,5/4/1997,186.74
Component 9,System 06,8/17/1997,182.74
Component 9,System 06,12/25/1997,186.12
Component 9,System 06,1/31/1998,188.88
Component 9,System 06,5/12/1998,187.63
Component 9,System 06,6/6/1998,185.95
Component 9,System 06,12/5/1998,188.38
Component 9,System 06,1/9/1999,188.70
Component 9,System 06,3/14/1999,187.60
Component 9,System 06,5/10/1999,185.76
Component 9,System 06,6/2/1999,184.08
Component 9,System 06,6/23/1999,182.37
Component 9,System 06,7/29/1999,186.96
Component 9,System 06,9/17/1999,180.81
Component 9,System 06,12/24/1999,181.52
Component 9,System 06,1/22/2000,186.92
Component 9,System 06,4/17/2000,180.09
Component 9,System 06,5/3/2000,184.08
Component 9,System 06,6/13/2000,189.95
Component 9,System 06,7/24/2000,181.19
Component 9,System 06,8/19/2000,182.81
Component 9,System 06,8/28/2000,185.88
Component 9,System 06,9/6/2000,188.78
Component 9,System 06,9/10/2000,181.69
Component 9,System 06,10/17/2000,183.28
Component 9,System 06,12/19/2000,188.19
Component 9,System 06,3/12/2001,189.32
Component 9,System 06,3/20/2001,182.97
Component 9,System 06,3/26/2001,180.01
Component 9,System 06,4/23/2001,184.04
Component 9,System 06,4/29/2001,181.19
Component 9,System 06,5/3/2001,185.31
Component 9,System 06,6/15/2001,188.71
Component 9,System 06,6/30/2001,187.11
Component 9,System 06,8/14/2001,182.24
Component 9,System 06,10/6/2001,183.31
Component 9,System 06,10/25/2001,183.42
Component 9,System 06,11/5/2001,181.35
Component 9,System 06,11/8/2001,188.30
Component 9,System 06,12/6/2001,189.08
Component 9,System 06,3/20/2002,185.14
Component 9,System 06,5/16/2002,188.57
Component 9,System 06,5/16/2002,184.15
Component 9,System 06,5/30/2002,187.96
Component 9,System 06,6/11/2002,186.45
Component 9,System 06,11/7/2002,186.17
Component 9,System 06,2/26/2003,186.55
Component 9,System 06,4/7/2003,185.59
Component 9,System 06,9/1/2003,185.72
Component 9,System 06,9/4/2003,188.64
Component 9,System 06,9/29/2003,189.60
Component 9,System 06,12/9/2003,182.86
Component 9,System 06,3/29/2004,180.44
Component 9,System 06,4/13/2004,189.16
Component 9,System 06,6/20/2004,182.40
Component 9,System 06,9/4/2004,185.12
Component 9,System 06,11/12/2004,189.33
Component 9,System 06,1/20/2005,186.39
Component 9,System 06,3/31/2005,186.03
Component 9,System 06,6/12/2005,188.87
Component 9,System 06,10/17/2005,186.27
Component 9,System 06,12/12/2005,188.99
Component 9,System 06,1/11/2006,185.46
Component 9,System 06,2/27/2006,186.19
Component 9,System 06,9/25/2006,182.68
Component 9,System 06,10/14/2006,180.43
Component 9,System 06,1/8/2007,181.32
Component 9,System 06,1/19/2007,187.17
Component 9,System 06,3/20/2007,182.92
Component 9,System 06,3/28/2007,189.61
Component 9,System 06,4/1/2007,181.32
Component 9,System 06,4/7/2007,181.04
Component 9,System 06,4/22/2007,184.62
Component 9,System 06,7/7/2007,187.50
Component 9,System 06,11/30/2007,185.72
Component 9,System 06,4/12/2008,183.75
Component 9,System 06,10/3/2008,189.86
Component 9,System 06,3/3/2009,181.57
Component 9,System 06,7/11/2009,187.72
Component 9,System 06,7/26/2009,184.66
Component 9,System 06,7/28/2009,180.03
Component 9,System 06,9/8/2009,181.92
Component 9,System 06,9/24/2009,186.42
Component 9,System 06,10/13/2009,186.44
Component 9,System 06,12/5/2009,182.45
Component 9,System 06,12/12/2009,183.27
Component 9,System 06,12/22/2009,183.70
Component 9,System 06,4/10/2010,189.85
Component 9,System 06,4/20/2010,185.01
Component 9,System 06,8/1/2010,188.64
Component 9,System 06,8/27/2010,188.09
Component 9,System 06,10/16/2010,189.10
Component 9,System 06,10/20/2010,182.11
Component 9,System 06,2/20/2011,187.67
Component 9,System 06,3/18/2011,185.85
Component 9,System 06,5/23/2011,188.30
Component 9,System 06,5/24/2011,188.06
Component 9,System 06,7/20/2011,185.86
Component 9,System 06,9/8/2011,186.89
Component 9,System 06,10/1/2011,185.06
Component 9,System 06,1/15/2012,189.23
Component 9,System 06,4/16/2012,189.61
Component 9,System 06,5/12/2012,182.02
Component 9,System 06,7/17/2012,183.46
Component 9,System 06,8/4/2012,180.91
Component 9,System 06,2/12/2013,188.58
Component 9,System 06,3/5/2013,184.40
Component 9,System 06,4/8/2013,189.26
Component 9,System 06,5/3/2013,184.60
Component 9,System 06,7/7/2013,186.45
Component 9,System 06,11/3/2013,187.58
Component 9,System 06,11/9/2013,183.20
Component 9,System 06,3/7/2014,180.50
Component 9,System 06,3/16/2014,184.70
Component 9,System 06,4/26/2014,185.16
Component 9,System 06,5/14/2014,184.21
Component 9,System 06,11/3/2014,186.47
Component 9,System 06,1/20/2015,182.80
Component 9,System 06,3/11/2015,184.02
Component 9,System 06,4/13/2015,185.59
Component 9,System 06,6/13/2015,180.54
Component 9,System 06,7/15/2015,182.52
Component 9,System 07,3/26/1990,181.86
Component 9,System 07,6/26/1990,189.60
Component 9,System 07,7/6/1990,185.89
Component 9,System 07,8/6/1990,188.50
Component 9,System 07,9/25/1990,184.45
Component 9,System 07,11/16/1990,180.12
Component 9,System 07,1/2/1991,182.29
Component 9,System 07,5/10/1991,182.72
Component 9,System 07,6/12/1991,187.32
Component 9,System 07,6/21/1991,189.12
Component 9,System 07,7/27/1991,186.95
Component 9,System 07,12/31/1991,184.36
Component 9,System 07,2/14/1992,181.03
Component 9,System 07,10/6/1992,183.20
Component 9,System 07,11/4/1992,189.29
Component 9,System 07,11/7/1992,184.92
Component 9,System 07,12/27/1992,183.51
Component 9,System 07,1/30/1993,181.12
Component 9,System 07,4/7/1993,183.27
Component 9,System 07,4/12/1993,182.56
Component 9,System 07,9/7/1993,187.10
Component 9,System 07,3/23/1994,184.80
Component 9,System 07,4/5/1994,189.24
Component 9,System 07,4/16/1994,186.41
Component 9,System 07,7/11/1994,188.67
Component 9,System 07,7/21/1994,188.66
Component 9,System 07,8/10/1994,189.66
Component 9,System 07,9/10/1994,184.75
Component 9,System 07,9/18/1994,186.79
Component 9,System 07,9/24/1994,185.94
Component 9,System 07,10/1/1994,180.07
Component 9,System 07,11/11/1994,187.42
Component 9,System 07,1/8/1995,187.51
Component 9,System 07,4/21/1995,188.67
Component 9,System 07,10/1/1995,182.54
Component 9,System 07,10/7/1995,186.76
Component 9,System 07,11/19/1995,188.48
Component 9,System 07,12/30/1995,184.40
Component 9,System 07,2/3/1996,188.73
Component 9,System 07,3/22/1996,186.66
Component 9,System 07,4/10/1996,189.38
Component 9,System 07,5/27/1996,187.95
Component 9,System 07,8/4/1996,187.40
Component 9,System 07,12/18/1996,185.73
Component 9,System 07,12/23/1996,187.23
Component 9,System 07,6/3/1997,184.64
Component 9,System 07,8/11/1997,189.71
Component 9,System 07,8/29/1997,181.37
Component 9,System 07,9/28/1997,184.69
Component 9,System 07,10/4/1997,180.10
Component 9,System 07,7/20/1998,189.89
Component 9,System 07,8/5/1998,184.40
Component 9,System 07,8/12/1998,187.59
Component 9,System 07,9/2/1998,187.90
Component 9,System 07,10/26/1998,183.16
Component 9,System 07,12/12/1998,188.03
Component 9,System 07,12/30/1998,181.85
Component 9,System 07,4/18/1999,184.12
Component 9,System 07,6/12/1999,186.77
Component 9,System 07,6/14/1999,186.98
Component 9,System 07,6/22/1999,187.40
Component 9,System 07,7/12/1999,180.49
Component 9,System 07,9/10/1999,186.31
Component 9,System 07,10/8/1999,185.76
Component 9,System 07,12/3/1999,186.34
Component 9,System 07,1/16/2000,183.96
Component 9,System 07,1/30/2000,183.52
Component 9,System 07,2/23/2000,189.36
Component 9,System 07,5/17/2000,187.85
Component 9,System 07,7/30/2000,189.03
Component 9,System 07,9/30/2000,186.29
Component 9,System 07,5/15/2001,180.27
Component 9,System 07,8/14/2001,182.21
Component 9,System 07,11/11/2001,186.20
Component 9,System 07,1/16/2002,180.51
Component 9,System 07,1/26/2002,186.79
Component 9,System 07,6/19/2002,181.86
Component 9,System 07,8/26/2002,187.50
Component 9,System 07,1/10/2003,189.74
Component 9,System 07,4/6/2003,183.63
Component 9,System 07,4/30/2003,187.18
Component 9,System 07,7/19/2003,180.66
Component 9,System 07,9/11/2003,188.39
Component 9,System 07,11/24/2003,180.94
Component 9,System 07,12/5/2003,187.11
Component 9,System 07,3/18/2004,186.99
Component 9,System 07,3/25/2004,181.53
Component 9,System 07,4/11/2004,186.81
Component 9,System 07,4/22/2004,181.70
Component 9,System 07,8/29/2004,186.50
Component 9,System 07,11/26/2004,182.58
Component 9,System 07,11/26/2004,185.88
Component 9,System 07,12/21/2004,189.38
Component 9,System 07,2/11/2005,189.51
Component 9,System 07,5/13/2005,186.23
Component 9,System 07,6/8/2005,184.86
Component 9,System 07,6/10/2005,189.23
Component 9,System 07,8/13/2005,188.76
Component 9,System 07,2/1/2006,184.82
Component 9,System 07,3/2/2006,183.50
Component 9,System 07,3/21/2006,180.50
Component 9,System 07,5/6/2006,183.26
Component 9,System 07,12/24/2006,189.20
Component 9,System 07,3/16/2007,182.06
Component 9,System 07,4/2/2007,182.61
Component 9,System 07,6/1/2007,189.85
Component 9,System 07,7/18/2007,185.92
Component 9,System 07,10/25/2007,182.02
Component 9,System 07,11/7/2007,181.71
Component 9,System 07,12/2/2007,180.65
Component 9,System 07,2/9/2008,185.21
Component 9,System 07,6/29/2008,187.53
Component 9,System 07,7/13/2008,189.22
Component 9,System 07,8/3/2008,185.53
Component 9,System 07,8/5/2008,183.05
Component 9,System 07,9/2/2008,186.87
Component 9,System 07,9/3/2008,180.50
Component 9,System 07,3/24/2009,182.55
Component 9,System 07,3/26/2009,182.55
Component 9,System 07,4/19/2009,183.48
Component 9,System 07,5/21/2009,182.27
Component 9,System 07,5/28/2009,185.59
Component 9,System 07,7/7/2009,185.95
Component 9,System 07,7/18/2009,181.44
Component 9,System 07,12/2/2009,181.77
Component 9,System 07,12/4/2009,183.25
Component 9,System 07,12/12/2009,185.16
Component 9,System 07,12/13/2009,185.40
Component 9,System 07,5/9/2010,182.56
Component 9,System 07,5/16/2010,183.64
Component 9,System 07,5/19/2010,188.96
Component 9,System 07,5/20/2010,180.82
Component 9,System 07,11/11/2010,185.59
Component 9,System 07,1/13/2011,189.59
Component 9,System 07,2/20/2011,180.37
Component 9,System 07,3/6/2011,185.45
Component 9,System 07,3/12/2011,181.03
Component 9,System 07,6/27/2011,182.97
Component 9,System 07,8/5/2011,188.26
Component 9,System 07,9/2/2011,185.39
Component 9,System 07,9/12/2011,189.29
Component 9,System 07,1/5/2012,189.37
Component 9,System 07,2/17/2012,180.98
Component 9,System 07,4/17/2012,183.52
Component 9,System 07,4/28/2012,181.21
Component 9,System 07,5/24/2012,187.26
Component 9,System 07,8/14/2012,186.24
